species,scenario,life_stage,suit_type,flow,suit_acres,timestamp,has_lowering,source
Hardhead,Existing,juv,instream,11000,0,2018-11-20T16:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,11000,14.296650172825158,2018-11-20T16:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,11000,3.32682784047156e-4,2018-11-20T16:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,11000,20.919013240425695,2018-11-20T16:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,12000,0,2018-11-21T02:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,12000,14.469760502668006,2018-11-21T02:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,12000,2.2284865148379174e-4,2018-11-21T02:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,12000,21.689531340451804,2018-11-21T02:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,13000,0,2018-11-21T12:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,13000,14.490585471968764,2018-11-21T12:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,13000,1.3312648308425534e-4,2018-11-21T12:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,13000,22.262266697037692,2018-11-21T12:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,14000,0,2018-11-21T22:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,14000,15.204003411105054,2018-11-21T22:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,14000,6.757008265422022e-5,2018-11-21T22:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,14000,22.86881876380468,2018-11-21T22:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,15000,0,2018-11-22T08:00:00Z,NA,Existing_hardhead.csv
